Age,Sex,Education,Marital_Status,Job_Position,Shifts,Working_days/week,Working_hours/week_excbreak,Break_timeHrs,Job_Experience,Travelling_Time,SalaryPer Annum,Family_Type,Family_Members,Dependent_Members,Earning_Members,Felt_stress,Stress_past,S1,S2,S3,S4,S5,S6,S7,S8,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,How stress shows its ill effect in job performance?,Health_Problems,Physical_mental_problems,Coping_Stress,CopingMethods_beneficial,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Organisation_Stress,Beneficial_Org,Company_Programs,Members
23,Male,Graduate,Single,Senior Associate,Day only,5,8.5,1,1,2,2,1,3,1,2,1,,2,5,5,1,4,1,1,2,3,2,5,2,3,4,3,2,2,3,2,3,4,5,3,Committing more errors,Headache;Anxiety;Restlessness,Increased Smoking;Under/Over Eating,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
29,Female,Graduate,Married,Associate,Day only,5,7.5,1,2,4,3,2,7,3,4,0,1,3,1,2,1,1,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,3,Committing more errors,Headache;Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling,Aishwarya Ashokan
24,Female,Graduate,Single,Associate,Day only,5,7.5,1,1,1,2,1,4,2,2,1,,3,2,4,5,3,3,1,2,2,4,2,4,3,3,3,4,3,3,3,4,3,4,3,Low morale,Headache;Tension;Insecurity,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Suresh Konar
24,Male,Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,4,2,2,1,,1,3,3,2,4,3,2,2,1,2,2,5,5,4,3,3,4,4,3,5,2,5,3,Can't complete your work within specific time,Headache;Tension;Anxiety;Depression;Insomnia;Back pain,Excessive alcohol;Under/Over Eating;Poor performance in job;Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
28,Female,Graduate,Married,Senior Associate,Day only,5,9,1,2,3,3,2,6,3,3,1,,1,2,2,2,2,3,3,2,3,3,3,4,5,4,3,4,4,5,5,3,3,4,4,Low morale,Headache;Depression;Restlessness;Back pain,Under/Over Eating;Frequent crying,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
22,Female,Graduate,Single,Associate,Day or Night,5,8.5,1,1,1,1,1,4,1,3,0,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Losing patience while dealing with customers or clients,Headache;Tension;Depression;Back pain,Under/Over Eating,1,0,1,1,2,1,1,1,1,3,1,3,3,2,1,0,Effective training and development program,Aishwarya Ashokan
22,Female,Post Graduate,Single,Trainee,Day only,6,7,1,1,2,1,1,3,2,1,1,,3,3,1,3,1,4,1,4,4,2,2,4,3,3,4,3,3,3,2,4,2,2,3,Lack of concentration,Headache,Under/Over Eating;Frequent crying,1,1,3,2,4,4,4,4,2,3,3,2,4,3,0,,Employee counselling;Motivational lectures,Suresh Konar
24,Female,Graduate,Single,Associate,Day only,6,7,1,1,2,1,1,4,2,2,1,,1,3,2,3,1,4,2,4,4,4,3,4,4,5,2,4,4,4,5,4,4,4,2,Low morale,None,None,1,1,4,4,3,5,4,3,2,3,5,3,4,4,1,1,Employee counselling;Motivational lectures,Aishwarya Ashokan
26,Male,Post Graduate,Single,Team Leader,Day only,5,7,1,1,1,1,1,6,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
26,Female,Graduate,Single,Associate,Day only,6,7,1,1,2,1,1,5,2,3,1,,1,1,2,2,1,2,3,3,5,4,5,4,4,5,1,3,3,1,1,2,1,1,3,Can't complete your work within specific time,Headache;Back pain,Others,0,,,,,,,,,,,,,,0,,Effective training and development program,Sheetal Gorde
27,Male,Post Graduate,Single,Senior Associate,Day only,5,8,1,1,3,2,1,3,2,1,1,,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Committing more errors,Headache,Poor performance in job,0,,,,,,,,,,,,,,1,1,Employee counselling,Aishwarya Ashokan
26,Male,Post Graduate,Single,Team Leader,Day only,6,8,1,1,5,2,1,4,2,2,1,,2,3,2,3,3,3,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
26,Female,Post Graduate,Married,Team Leader,Day only,6,7,1,2,2,3,2,3,1,2,1,,1,1,2,2,3,1,4,4,4,4,4,3,4,2,2,2,3,2,3,2,2,2,1,Can't complete your work within specific time,Headache;Anxiety;Back pain,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
30,Male,Graduate,Single,Team Leader,Day only,5,8,1,2,2,3,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program,Aishwarya Ashokan
27,Female,Post Graduate,Single,Team Leader,Day or Night,5,9,1,1,2,2,1,3,2,1,1,,1,1,5,4,2,2,4,5,5,3,3,5,5,2,2,2,2,2,2,5,1,5,5,Losing patience while dealing with customers or clients,Headache;Tension;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
23,Female,Graduate,Single,Associate,Day only,5,8,1,1,4,1,1,5,1,4,1,,1,1,1,1,1,2,2,2,2,2,2,4,4,4,3,2,2,2,2,5,1,3,4,Losing patience while dealing with customers or clients,Headache;Others,Under/Over Eating;Others,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
26,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,1,2,1,4,1,3,1,,1,1,2,3,2,4,4,4,2,3,3,4,4,4,4,4,4,4,1,1,1,1,1,Can't complete your work within specific time,Insecurity;Back pain;Others,Under/Over Eating;Poor performance in job;Others,1,1,5,5,5,5,1,5,5,5,5,5,5,1,0,,Effective training and development program,Aishwarya Ashokan
26,Female,Post Graduate,Married,Team Leader,Day only,5,8,1,1,2,2,1,2,0,2,0,1,3,2,3,1,2,4,4,5,5,3,2,3,1,1,2,3,1,2,2,1,4,5,3,Committing more errors,Headache;Stomach disorder,Under/Over Eating;Withdrawal from relationship,0,,,,,,,,,,,,,,1,1,Employee counselling,Aishwarya Ashokan
35,Male,Ph.D,Married,Manager,Day only,5,8,1,1,2,2,1,3,1,2,1,,5,4,3,5,4,2,2,1,1,5,1,5,3,3,5,4,5,5,1,5,1,4,1,Low morale,Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
28,Male,Graduate,Single,Associate,Day only,5,8,1,2,3,3,1,4,1,3,1,,1,1,2,2,2,1,2,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,1,Lack of concentration,Depression;Back pain,Under/Over Eating,1,1,4,4,4,3,3,4,4,5,4,4,4,3,1,1,Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
29,Male,Graduate,Married,Senior Associate,Day or Night,5,8,1,1,2,1,2,6,3,3,1,,1,3,3,2,1,1,1,3,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,Low morale,None,Under/Over Eating;Withdrawal from relationship;Others,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
22,Female,Post Graduate,Single,Associate,Day only,6,7,1,1,3,1,1,3,2,1,1,,3,4,4,3,3,4,2,4,3,2,4,2,3,4,2,5,4,5,4,3,1,4,3,Low morale,Headache;Tension;Anxiety;Others,Poor performance in job;Violence,1,0,1,1,5,5,3,2,1,4,5,1,1,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
26,Female,Post Graduate,Married,Associate,Day only,5,8,1,1,2,2,1,2,0,2,1,,2,1,2,2,2,1,2,2,4,4,4,4,3,3,3,3,2,3,3,4,4,4,4,Lack of concentration,High/Low Blood Pressure,Frequent crying,0,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
36,Female,Graduate,Married,Manager,Day only,5,8,1,3,3,4,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
24,Male,Graduate,Single,Associate,Day or Night,6,9,1,1,3,1,1,3,1,2,0,1,2,1,2,3,1,3,5,4,4,2,3,3,4,2,2,2,2,3,2,2,2,3,3,Losing patience while dealing with customers or clients,Others,Poor performance in job,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Aishwarya Ashokan
25,Female,Post Graduate,Married,Associate,Day only,5,8,1,1,2,1,1,3,1,2,1,,1,1,2,2,2,3,4,5,4,4,3,3,4,4,3,4,4,4,4,4,4,4,5,Lack of concentration,Tension;Anxiety,Frequent crying,1,1,4,4,3,4,3,4,3,4,4,4,4,3,0,,Employee counselling,Aishwarya Ashokan
33,Male,Post Graduate,Married,Senior Associate,Day only,5,9,1,3,2,4,1,6,4,2,0,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,Can't complete your work within specific time,None,None,0,,,,,,,,,,,,,,0,,Motivational lectures,Sheetal Gorde
26,Male,Post Graduate,Single,Associate,Day only,5,8,1,1,2,2,2,8,4,4,1,,1,3,1,3,2,4,4,2,4,3,3,4,4,2,2,4,4,4,4,4,3,3,3,Can't complete your work within specific time,Restlessness,Increased Smoking,0,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
26,Female,Graduate,Married,Associate,Day only,6,7.5,1,1,1,1,2,6,3,3,1,,1,3,2,1,1,1,3,3,2,2,2,2,2,5,1,2,2,2,2,4,2,2,2,Lack of concentration,Headache;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling;Health club,Aishwarya Ashokan
24,Female,Graduate,Single,Associate,Day only,5,8,1,1,3,3,1,5,2,3,1,,2,2,2,3,2,3,3,3,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,Can't complete your work within specific time,Tension,Frequent crying;Poor performance in job,1,1,4,4,4,4,2,4,3,4,4,4,4,4,1,1,Employee counselling;Motivational lectures;Health club,Aishwarya Ashokan
28,Male,Post Graduate,Single,Manager,Day only,6,8,1,2,3,2,1,4,3,1,1,,1,1,2,1,2,4,4,4,3,3,2,4,3,2,1,2,2,2,2,3,2,3,2,Losing patience while dealing with customers or clients,None,None,1,1,3,3,4,4,4,4,2,4,3,4,2,4,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
24,Female,Post Graduate,Single,Team Leader,Day only,6,8,1,1,4,2,2,8,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Motivational lectures,Aishwarya Ashokan
24,Male,Graduate,Single,Associate,Day or Night,5,7,1,1,2,1,1,3,0,3,1,,2,2,3,2,2,3,4,4,4,4,4,4,3,3,3,3,2,2,2,4,2,3,3,Committing more errors,Stomach disorder;Tension;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Health club,Aishwarya Ashokan
28,Female,Graduate,Single,Manager,Day only,6,9,1,2,2,1,1,5,2,3,1,,5,5,1,1,1,2,5,5,4,5,3,1,5,5,1,1,3,4,4,5,1,5,4,Increased Absenteeism,Others,None,1,0,1,1,4,4,4,4,1,5,5,5,4,4,0,,Health club,Aishwarya Ashokan
26,Female,Post Graduate,Married,Senior Associate,Day or Night,5,8,1,1,3,2,1,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program;Health club,Aishwarya Ashokan
26,Female,Post Graduate,Married,Associate,Day only,6,8,1,1,2,1,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
30,Male,Graduate,Single,Manager,Day only,7,10,1,2,1,2,1,3,1,2,1,,2,2,2,2,1,2,2,3,3,3,4,4,4,3,3,3,4,4,3,3,2,2,2,Committing more errors,Tension;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,0,,Motivational lectures,Akash Kadge
26,Male,Graduate,Single,Associate,Day or Night,6,8,1,1,1,1,1,3,0,3,1,,1,3,4,2,3,4,5,3,5,4,4,5,3,3,2,5,3,3,2,2,3,2,3,Losing patience while dealing with customers or clients,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
32,Female,Post Graduate,Married,Manager,Day only,6,8,1,2,4,4,1,3,1,2,0,1,2,1,1,1,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Committing more errors,None,None,0,,,,,,,,,,,,,,1,1,Motivational lectures,Aishwarya Ashokan
36,Male,Post Graduate,Married,Manager,Day only,6,8,1,3,1,4,1,3,2,1,0,1,2,2,2,1,2,2,4,1,1,1,1,2,1,1,2,2,3,1,2,2,2,3,1,Lack of concentration,Anxiety;Restlessness,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
29,Male,HSC,Single,Manager,Day only,6,10,1,2,1,4,1,2,1,1,1,,2,2,4,2,4,2,3,3,4,4,4,3,5,2,2,2,4,3,3,2,2,4,3,Losing patience while dealing with customers or clients,Headache;Restlessness,Frequent hospitalization,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
34,Male,Post Graduate,Married,Senior Associate,Day or Night,5,8,1,3,2,4,1,3,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
25,Male,Graduate,Single,Associate,Day only,6,9,1,1,2,1,1,3,0,3,1,,2,1,2,2,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Committing more errors,Headache,Under/Over Eating,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
26,Male,Graduate,Single,Associate,Day only,6,8,1,1,3,1,1,4,2,2,1,,4,4,5,4,5,4,1,4,3,3,3,4,5,4,5,4,4,5,1,5,3,3,5,Lack of concentration,Tension;Anxiety;Depression;Back pain,Increased Smoking;Excessive alcohol;Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Health club,Suresh Konar
29,Female,Post Graduate,Single,Manager,Day only,5,10,1,2,1,1,1,3,1,2,1,,5,5,4,3,4,5,5,5,3,5,4,2,1,1,2,1,1,1,1,3,1,1,1,Can't complete your work within specific time,Tension,None,0,,,,,,,,,,,,,,0,,Employee counselling,Aishwarya Ashokan
26,Female,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,4,2,2,1,,1,1,1,2,3,1,3,3,3,2,2,3,2,3,3,3,2,2,3,3,2,3,3,Committing more errors,None,None,0,,,,,,,,,,,,,,0,,Health club,Aishwarya Ashokan
35,Female,Post Graduate,Married,Associate,Day only,5,8,1,2,3,2,2,5,1,4,1,,3,2,2,2,3,1,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,Lack of concentration,Headache;Stomach disorder;Tension;Anxiety;Depression;Insecurity;Restlessness;Back pain,Withdrawal from relationship,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program,Aishwarya Ashokan
28,Male,Graduate,Single,Senior Associate,Day only,6,8,1,2,2,2,1,3,1,2,1,,1,2,2,4,2,3,2,4,2,2,5,4,3,3,2,2,3,4,4,3,3,3,4,Lack of concentration,Back pain,None,0,,,,,,,,,,,,,,1,1,Motivational lectures;Health club,Aishwarya Ashokan
33,Male,Post Graduate,Married,Manager,Day only,5,7,1,3,2,3,2,6,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
24,Female,Graduate,Single,Associate,Day only,6,8,1,1,3,2,1,4,2,2,1,,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lack of concentration,Tension,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Suresh Konar
23,Male,Graduate,Single,Trainee,Day only,5,8,1,1,3,2,1,4,2,2,1,,2,4,2,4,5,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,Lack of concentration,Headache;Stomach disorder;Anxiety;Depression;Back pain,Under/Over Eating;Poor performance in job,0,,,,,,,,,,,,,,0,,Effective training and development program,Aishwarya Ashokan
23,Male,Graduate,Single,Senior Associate,Day or Night,5,8,1,1,2,2,1,4,1,3,1,,1,4,4,4,4,3,2,1,2,5,5,4,5,5,2,5,2,5,1,1,1,3,3,Can't complete your work within specific time,Headache;Anxiety;Insomnia;Restlessness,Poor performance in job;Withdrawal from relationship;Violence,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Health club,Suresh Konar
31,Male,Graduate,Married,Manager,Day only,6,9,1,2,2,2,2,7,3,4,1,,1,2,3,2,2,3,3,4,3,2,4,4,3,5,3,3,2,2,4,4,3,4,4,Lack of concentration,Headache;Depression;Restlessness;Back pain,Under/Over Eating,0,,,,,,,,,,,,,,1,1,Effective training and development program;Motivational lectures,Aishwarya Ashokan
26,Male,Graduate,Single,Associate,Day only,6,8,1,4,1,1,1,5,4,1,1,,2,3,3,3,3,2,1,2,2,2,5,5,3,3,3,3,5,5,3,5,5,5,4,Low morale,Headache;Tension;Anxiety;Depression;Restlessness;Back pain,Poor performance in job,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
24,Male,Post Graduate,Single,Associate,Day or Night,6,9,1,1,4,1,1,6,5,1,1,,2,3,3,3,3,2,3,2,2,4,4,2,4,4,2,4,1,4,4,3,4,4,2,Can't complete your work within specific time,Headache;Chest pain;Back pain,Frequent hospitalization;Violence;Others,0,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
48,Female,Post Graduate,Married,Manager,Day only,6,8,1,4,2,2,1,4,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures;Health club,Sheetal Gorde
24,Male,Graduate,Single,Senior Associate,Day only,5,8,1,1,3,2,1,4,0,4,1,,2,4,5,2,3,2,2,3,3,2,4,4,5,5,5,5,5,5,5,5,5,5,3,Losing patience while dealing with customers or clients,Headache;Tension;Restlessness,Increased Smoking;Under/Over Eating;Poor performance in job;Violence,1,0,5,5,5,5,5,5,5,5,5,5,5,4,0,,Employee counselling;Health club,Aishwarya Ashokan
23,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,2,1,1,3,1,2,1,,2,2,3,2,2,3,3,2,3,3,2,3,1,3,3,2,2,1,1,4,3,3,1,Committing more errors,Headache;Depression;Back pain,Poor performance in job;Suicidal Thoughts,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
23,Female,Post Graduate,Single,Associate,Day only,6,9,1,1,2,1,1,4,2,2,1,,2,3,4,3,3,3,3,4,2,3,4,2,4,2,1,4,1,1,2,2,2,3,3,Can't complete your work within specific time,Headache;Back pain,None,0,,,,,,,,,,,,,,0,,Effective training and development program;Motivational lectures,Aishwarya Ashokan
25,Male,Post Graduate,Single,Manager,Day only,5,9,1,1,2,4,1,5,3,2,1,,4,3,5,4,3,4,5,4,4,3,2,3,4,3,2,3,4,3,2,3,4,3,2,Low morale,Headache;Tension,Under/Over Eating,0,,,,,,,,,,,,,,1,0,Effective training and development program,Suresh Konar
22,Male,Graduate,Single,Associate,Day only,6,8,1,1,2,1,2,4,2,2,0,1,1,2,2,2,1,3,4,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,Can't complete your work within specific time,None,None,1,1,1,3,3,5,3,5,1,5,5,3,3,5,1,1,Effective training and development program,Suresh Konar
22,Female,Post Graduate,Single,Trainee,Day only,6,8,1,1,5,1,1,5,4,1,0,1,4,3,3,4,3,4,5,5,2,3,2,2,4,4,3,2,3,3,2,5,3,3,5,Losing patience while dealing with customers or clients,Tension;Anxiety,Under/Over Eating;None,1,1,5,5,4,5,5,5,3,4,5,5,3,5,0,,Employee counselling;Effective training and development program,Sheetal Gorde
30,Male,HSC,Single,Associate,Day only,6,8,1,2,2,1,1,4,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,Effective training and development program,Aishwarya Ashokan
30,Male,Graduate,Married,Senior Associate,Day only,6,8,1,2,4,2,1,6,2,4,1,,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,Can't complete your work within specific time,None,None,1,1,2,3,4,4,3,3,2,4,3,3,3,4,1,1,Effective training and development program;Motivational lectures,Aishwarya Ashokan
23,Male,Graduate,Single,Associate,Day only,5,9,1,1,4,1,1,4,2,2,1,,2,4,5,3,3,4,1,3,3,3,4,4,5,3,3,2,1,4,1,5,4,4,5,Low morale,Headache;Tension;Insomnia;Back pain,Under/Over Eating,1,1,3,3,5,5,5,5,1,5,3,4,3,4,0,,Health club,Suresh Konar
29,Male,Post Graduate,Married,Team Leader,Day or Night,6,9,1,2,3,3,2,6,4,2,1,,1,3,4,3,3,3,3,3,3,2,2,3,4,3,3,3,2,3,2,3,4,3,3,Can't complete your work within specific time,Headache;Stomach disorder;Depression;Restlessness;Back pain,Frequent hospitalization,0,,,,,,,,,,,,,,0,,Employee counselling;Motivational lectures,Suresh Konar
33,Female,Graduate,Married,Manager,Day only,6,10,1,2,3,2,2,5,3,2,1,,1,1,1,2,2,3,3,3,2,4,4,2,4,2,2,2,2,2,2,1,2,2,2,Losing patience while dealing with customers or clients,None,None,0,,,,,,,,,,,,,,1,1,Employee counselling;Effective training and development program;Motivational lectures,Aishwarya Ashokan
24,Female,Post Graduate,Single,Associate,Day only,5,8,1,1,3,2,1,4,1,3,1,,4,4,4,4,2,4,4,3,4,5,5,5,3,4,3,4,5,5,5,4,4,3,3,Lack of concentration,Headache;Tension;Anxiety;Insecurity;Restlessness,Under/Over Eating;Others,1,1,5,5,5,5,3,3,5,5,5,5,5,3,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Akash Kadge
30,Female,Post Graduate,Married,Associate,Day only,5,9,1,2,4,2,1,2,0,2,1,,1,3,4,1,3,4,1,5,2,2,4,5,5,4,3,3,4,5,1,5,1,1,2,Low morale,None,None,1,1,5,5,5,5,5,5,5,5,5,5,5,3,0,,Health club,Suresh Konar
23,Male,Graduate,Single,Associate,Day only,5,9,1,1,2,1,1,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Health club,Suresh Konar
22,Female,Graduate,Single,Associate,Day only,6,10,1,1,4,1,2,8,4,4,1,,1,2,3,3,2,1,3,3,4,3,3,4,4,4,4,1,1,2,1,2,1,3,3,Losing patience while dealing with customers or clients,Depression,Under/Over Eating;Others,1,1,4,4,5,4,4,5,1,5,4,3,3,1,1,1,Effective training and development program;Motivational lectures,Suresh Konar
23,Male,Graduate,Single,Senior Associate,Day or Night,5,10,1,1,3,2,1,3,2,1,1,,2,2,3,3,5,4,2,2,5,3,3,3,3,4,5,4,2,2,3,2,5,5,3,Losing patience while dealing with customers or clients,Stomach disorder;Tension;Anxiety;Depression;Restlessness,Increased Smoking;Excessive alcohol;Under/Over Eating;Suicidal Thoughts;Violence,0,,,,,,,,,,,,,,1,0,Employee counselling;Health club,Aishwarya Ashokan
30,Female,Post Graduate,Married,Manager,Day only,6,8,1,2,1,1,2,5,2,3,1,,3,5,3,5,5,3,2,3,2,5,5,2,3,5,2,5,4,2,1,4,1,3,1,Losing patience while dealing with customers or clients,Headache;Tension;Restlessness,Frequent crying,0,,,,,,,,,,,,,,0,,Effective training and development program;Health club,Aishwarya Ashokan
31,Male,Post Graduate,Married,Manager,Day only,5,9,1,2,2,2,1,4,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Employee counselling;Effective training and development program;Motivational lectures;Health club,Aishwarya Ashokan
27,Female,Post Graduate,Married,Senior Associate,Day only,5,9,1,2,2,2,1,2,0,2,1,,1,3,2,3,3,1,3,3,5,5,4,3,5,3,5,5,5,5,5,5,4,4,4,Low morale,Headache;Tension;Back pain,Frequent hospitalization,0,,,,,,,,,,,,,,1,0,Employee counselling;Effective training and development program;Health club,Suresh Konar
26,Male,Post Graduate,Single,Senior Associate,Day only,5,9,1,2,3,4,2,7,4,3,1,,2,4,4,2,5,3,3,3,1,1,1,1,5,1,1,1,3,3,1,2,1,2,4,Lack of concentration,Tension;Back pain,Under/Over Eating,1,1,4,5,4,4,5,3,1,5,5,5,2,2,1,0,Employee counselling;Effective training and development program;Motivational lectures;Health club,Suresh Konar
23,Male,Graduate,Single,Manager,Day only,6,8.5,1,1,1,1,1,3,0,3,1,,1,2,1,3,2,3,2,2,4,4,3,2,2,2,4,2,3,3,1,3,2,5,1,Committing more errors,None,Poor performance in job,0,,,,,,,,,,,,,,0,,Effective training and development program,Suresh Konar
23,Female,Post Graduate,Single,Trainee,Day or Night,5,10,1,1,3,1,1,5,1,4,1,,2,1,2,1,2,2,1,5,2,1,1,5,5,3,4,4,2,5,1,1,3,3,3,Committing more errors,None,None,0,,,,,,,,,,,,,,0,,Effective training and development program,Anshika Yadav
23,Male,Graduate,Single,Associate,Day only,5,8,1,1,1,3,1,5,2,3,0,1,2,2,2,2,2,5,5,5,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,Losing patience while dealing with customers or clients,None,None,0,,,,,,,,,,,,,,1,1,Health club,Suresh Konar
22,Female,Post Graduate,Single,Associate,Day or Night,6,8,1,1,2,1,1,5,2,3,1,,2,1,3,1,1,2,2,5,5,3,4,4,3,5,2,4,2,4,2,3,2,1,2,Can't complete your work within specific time,Headache;Restlessness;Back pain,Under/Over Eating,1,1,3,3,5,5,5,5,3,5,5,1,2,5,1,1,Effective training and development program;Motivational lectures,Suresh Konar
23,Male,Graduate,Single,Associate,Day only,5,8,1,1,2,2,1,3,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,Low morale,Others,Others,0,,,,,,,,,,,,,,0,,Employee counselling,Suresh Konar
26,Female,Graduate,Single,Senior Associate,Day only,5,9,1,2,4,2,1,5,3,2,1,,1,1,2,1,2,3,3,2,2,1,4,4,5,5,2,5,2,2,2,3,4,4,4,Low morale,Headache;Stomach disorder;Chest pain;Tension;Anxiety;Depression;Insecurity;Insomnia;High/Low Blood Pressure;Restlessness;Back pain,Under/Over Eating;Frequent crying;Suicidal Thoughts,0,,,,,,,,,,,,,,1,0,Health club,Suresh Konar
22,Female,Graduate,Single,Trainee,Day only,5,8,1,1,1,1,1,3,0,3,1,,2,1,3,1,2,3,3,3,5,5,3,5,5,3,3,3,5,3,3,3,4,3,3,Lack of concentration,Back pain,Others,1,1,5,3,3,5,3,5,3,4,5,5,5,3,1,1,Motivational lectures,Aishwarya Ashokan
